domain,cohort,window,client_key,named,depth,has_number,metric_kinds,bucket_industry,bucket_craft,bucket_job,bucket_channel,bucket_model,bucket_stage,bucket_geo
pangaea.nl,narrower,today,happyhairservice,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
pangaea.nl,narrower,today,lydis,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
pangaea.nl,narrower,today,hoteldesindes,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
pangaea.nl,narrower,today,brutejeeps,Y,logo-only,N,,,,,,Consumentenmarkt offline,,
pangaea.nl,narrower,today,hotelnavarra,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
pangaea.nl,narrower,today,vanlier,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
pangaea.nl,narrower,today,fredimare,Y,logo-only,N,,"Food, beverage & agriculture",,,,,,
pangaea.nl,narrower,today,bobasupply,Y,logo-only,N,,"Food, beverage & agriculture",,,,,,
pangaea.nl,narrower,today,icedelite,Y,logo-only,N,,"Food, beverage & agriculture",,,,,,
pangaea.nl,narrower,today,deensupermarkt,Y,logo-only,N,,"Food, beverage & agriculture",,,,,,
pangaea.nl,narrower,today,terpstramuziek,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
pangaea.nl,narrower,today,happyeyesclub,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
pangaea.nl,narrower,today,themadison,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
pangaea.nl,narrower,today,carltonhotelcollection,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
pangaea.nl,narrower,today,spaansen,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
pangaea.nl,narrower,today,opdemastnl,Y,logo-only,N,,,,,,Webshop consumenten (D2C),,
pangaea.nl,narrower,today,hotelarena,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
pangaea.nl,narrower,today,brinkscoffeeroasters,Y,logo-only,N,,"Food, beverage & agriculture",,,,,,
pangaea.nl,narrower,today,hotelvanoranje,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
pangaea.nl,narrower,today,hotelamsterdam,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
pangaea.nl,narrower,today,bancostacruise,Y,logo-only,N,,,,,,Gemengd,,
pangaea.nl,narrower,today,aircologic,Y,logo-only,N,,unknown,,,,,,
pangaea.nl,narrower,today,heetwaterexpert,Y,logo-only,N,,unknown,,,,,,
pangaea.nl,narrower,today,hsclimatesolutions,Y,logo-only,N,,unknown,,,,,,
martijnberns,original340,today,tjip,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,appical,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,polidirect,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,younited,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,studiopietboon,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,moderndentaleurope,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,Internationaal / wereldwijd
martijnberns,original340,today,hely,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,pinkweb,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,expatfile,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,hely,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,pinkweb,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,studiopietboon,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,moderndentaleurope,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,Internationaal / wereldwijd
martijnberns,original340,today,hely,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,pinkweb,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,studiopietboon,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,
martijnberns,original340,today,moderndentaleurope,Y,summary-tile,N,,,"E-mailmarketing, automation & funnels",,"E-mail, CRM & marketing automation",,,Internationaal / wereldwijd
martijnboeser,original340,today,,N,summary-tile,Y,leads_inquiries,"Construction, real estate & housing",Campagnes & creatieve concepten,,,,,
martijnboeser,original340,today,,N,summary-tile,N,,"Construction, real estate & housing","Outcome-verkoop (leads, omzet, groei)",unknown,,,,
martijnboeser,original340,today,,N,summary-tile,Y,leads_inquiries,Healthcare & care,"Outcome-verkoop (leads, omzet, groei)",,,,,
martijnboeser,original340,today,,N,summary-tile,Y,revenue_sales,Retail & e-commerce (general consumer goods),,,,,,
martijnboeser,original340,today,dynochiptuningfiles,Y,quote-testimonial,N,,,,,,,,
martijnboeser,original340,today,boomspecialistdelangstraat,Y,quote-testimonial,N,,,,,,,,
martijnboeser,original340,today,coendamen,Y,quote-testimonial,N,,,,,,,,
martijnboeser,original340,today,,N,summary-tile,Y,leads_inquiries,"Construction, real estate & housing",Campagnes & creatieve concepten,,,,,
martijnboeser,original340,today,,N,summary-tile,N,,"Construction, real estate & housing","Outcome-verkoop (leads, omzet, groei)",unknown,,,,
martijnboeser,original340,today,,N,summary-tile,Y,leads_inquiries,Healthcare & care,"Outcome-verkoop (leads, omzet, groei)",,,,,
martijnboeser,original340,today,,N,summary-tile,Y,revenue_sales,Retail & e-commerce (general consumer goods),,,,,,
martijnboeser,original340,today,dynochiptuningfiles,Y,quote-testimonial,N,,,,,,,,
martijngillijns,original340,today,invictaracing,Y,summary-tile,N,,,Branding & huisstijl,unknown,,,,
martijngillijns,original340,today,bluestallionfarm,Y,summary-tile,N,,,Branding & huisstijl,unknown,,,,Specifiek buitenland
martijngillijns,original340,today,invictawatch,Y,summary-tile,N,,,,unknown,,,,
martijngillijns,original340,today,landstedembo,Y,summary-tile,N,,,"Video, animatie & fotografie",unknown,,,,
martijngillijns,original340,today,buroschuite,Y,quote-testimonial,N,,,Branding & huisstijl,"Merk, huisstijl & verhaal",,,,
martijngillijns,original340,today,aventus,Y,summary-tile,N,,,,unknown,,,,
martijngillijns,original340,today,phantom,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
martijngillijns,original340,today,studiokirstenreith,Y,summary-tile,N,,,Website & webdesign,,,,,
martijngillijns,original340,today,buroschuite,Y,summary-tile,N,,,Branding & huisstijl,,,,,
martijngillijns,original340,today,invictawatch,Y,detailed-tile,N,,"Fashion, beauty & personal goods",Branding & huisstijl,Groei & nieuwe markten,,,Startup / jong / groeiend,
martijngillijns,original340,today,bluestallionfarm,Y,summary-tile,N,,,Branding & huisstijl,,,,,
martijngillijns,original340,today,invictaracing,Y,summary-tile,N,,"Hospitality, tourism, sports & recreation",Branding & huisstijl,,,,,
martijngillijns,original340,today,beexact,Y,summary-tile,N,,,Branding & huisstijl,,,,,
martijngillijns,original340,today,aventus,Y,detailed-tile,N,,Education & childcare,Strategie & advies,"Merk, huisstijl & verhaal",,,,
martijngillijns,original340,today,deventerziekenhuis,Y,summary-tile,N,,Healthcare & care,Strategie & advies,,,,,
martijngillijns,original340,today,atlant,Y,summary-tile,N,,,Employer branding & recruitment,,,,,
martijngillijns,original340,today,solidpartners,Y,summary-tile,N,,,Branding & huisstijl,,,,,
martijngillijns,original340,today,landstedembo,Y,detailed-tile,N,,Education & childcare,unknown,Personeel werven & werkgeversmerk,,,,
martijngillijns,original340,today,gemeenteraalte,Y,summary-tile,N,,Government & public sector,Campagnes & creatieve concepten,,,,,
martijngillijns,original340,today,elicitonline,Y,summary-tile,N,,,Website & webdesign,,,,,
martijngillijns,original340,today,huisartspraktijkzandweerd,Y,summary-tile,N,,Healthcare & care,Branding & huisstijl,,,,,
martijngillijns,original340,today,gemeenteraalte,Y,summary-tile,N,,Government & public sector,Employer branding & recruitment,,,,,
martijngillijns,original340,today,beexact,Y,summary-tile,N,,,Employer branding & recruitment,,,,,
martijngillijns,original340,today,gemeenteraalte,Y,quote-testimonial,N,,,,,,,,
martijngillijns,original340,today,atlant,Y,detailed-tile,N,,Healthcare & care,,"Merk, huisstijl & verhaal",,,,
martin-verspeek,original340,today,,N,summary-tile,N,,Finance & insurance,unknown,unknown,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,,unknown,unknown,,,,
martin-verspeek,original340,today,vgokeur,Y,summary-tile,N,,unknown,unknown,unknown,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,"Transport, logistics & automotive",unknown,unknown,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,Business & professional services,unknown,unknown,,,,
martin-verspeek,original340,today,svpb,Y,summary-tile,N,,,unknown,"Merk, huisstijl & verhaal",,,,
martin-verspeek,original340,today,,N,summary-tile,N,,unknown,unknown,Personeel werven & werkgeversmerk,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,,unknown,unknown,,,,
martin-verspeek,original340,today,ieder,Y,summary-tile,N,,,unknown,unknown,,,,
martin-verspeek,original340,today,ideal,Y,summary-tile,N,,Finance & insurance,unknown,,,,Groot / corporate / marktleider,
martin-verspeek,original340,today,koopmans,Y,summary-tile,N,,,unknown,unknown,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,"Construction, real estate & housing",unknown,Bewustwording & gedragsverandering,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,Business & professional services,unknown,Content & creatieve productie,,,,
martin-verspeek,original340,today,provincieutrecht,Y,summary-tile,N,,,unknown,Bewustwording & gedragsverandering,,,,Nederlandse stad of plaats
martin-verspeek,original340,today,,N,summary-tile,N,,Business & professional services,unknown,"Merk, huisstijl & verhaal",,,,
martin-verspeek,original340,today,,N,summary-tile,N,,"Construction, real estate & housing",Employer branding & recruitment,Personeel werven & werkgeversmerk,,,,
martin-verspeek,original340,today,dudokwonen,Y,summary-tile,N,,,unknown,,,,,
martin-verspeek,original340,today,fairtradeoriginal,Y,summary-tile,N,,,unknown,unknown,,,,
martin-verspeek,original340,today,sociaalsecretariaatvleessector,Y,summary-tile,N,,"Food, beverage & agriculture",unknown,unknown,,,,
martin-verspeek,original340,today,idealqr,Y,summary-tile,N,,,unknown,Events & activaties,,,,Internationaal / wereldwijd
martin-verspeek,original340,today,gemeentenieuwegein,Y,summary-tile,N,,,unknown,Bewustwording & gedragsverandering,,,,Nederlandse stad of plaats
martin-verspeek,original340,today,betaalvereniging,Y,summary-tile,N,,,unknown,unknown,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,Finance & insurance,unknown,unknown,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,,unknown,unknown,,,,
martin-verspeek,original340,today,vgokeur,Y,summary-tile,N,,unknown,unknown,unknown,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,"Transport, logistics & automotive",unknown,unknown,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,Business & professional services,unknown,unknown,,,,
martin-verspeek,original340,today,svpb,Y,summary-tile,N,,,unknown,"Merk, huisstijl & verhaal",,,,
martin-verspeek,original340,today,,N,summary-tile,N,,unknown,unknown,Personeel werven & werkgeversmerk,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,,unknown,unknown,,,,
martin-verspeek,original340,today,ieder,Y,summary-tile,N,,,unknown,unknown,,,,
martin-verspeek,original340,today,ideal,Y,summary-tile,N,,Finance & insurance,unknown,,,,Groot / corporate / marktleider,
martin-verspeek,original340,today,koopmans,Y,summary-tile,N,,,unknown,unknown,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,"Construction, real estate & housing",unknown,Bewustwording & gedragsverandering,,,,
martin-verspeek,original340,today,,N,summary-tile,N,,Business & professional services,unknown,Content & creatieve productie,,,,
martin-verspeek,original340,today,provincieutrecht,Y,summary-tile,N,,,unknown,Bewustwording & gedragsverandering,,,,Nederlandse stad of plaats
martin-verspeek,original340,today,,N,summary-tile,N,,Business & professional services,unknown,"Merk, huisstijl & verhaal",,,,
martin-verspeek,original340,today,,N,summary-tile,N,,"Construction, real estate & housing",Employer branding & recruitment,Personeel werven & werkgeversmerk,,,,
martin-verspeek,original340,today,dudokwonen,Y,summary-tile,N,,,unknown,,,,,
martin-verspeek,original340,today,fairtradeoriginal,Y,summary-tile,N,,,unknown,unknown,,,,
martin-verspeek,original340,today,sociaalsecretariaatvleessector,Y,summary-tile,N,,"Food, beverage & agriculture",unknown,unknown,,,,
martin-verspeek,original340,today,idealqr,Y,summary-tile,N,,,unknown,Events & activaties,,,,Internationaal / wereldwijd
martin-verspeek,original340,today,gemeentenieuwegein,Y,summary-tile,N,,,unknown,Bewustwording & gedragsverandering,,,,Nederlandse stad of plaats
martin-verspeek,original340,today,betaalvereniging,Y,summary-tile,N,,,unknown,unknown,,,,
martinneuteboom,original340,today,hygienesupply,Y,summary-tile,N,,,"Online marketing, performance & CRO",,,,,
martinneuteboom,original340,today,veldhoenverhuizingen,Y,summary-tile,Y,leads_inquiries,,,,,,,
martinneuteboom,original340,today,interplate,Y,summary-tile,N,,,unknown,,,,,
martinneuteboom,original340,today,hygienesupply,Y,summary-tile,N,,,"Online marketing, performance & CRO",,,,,
martinneuteboom,original340,today,veldhoenverhuizingen,Y,summary-tile,Y,leads_inquiries,,,,,,,
martinneuteboom,original340,today,interplate,Y,summary-tile,N,,,unknown,,,,,
julien-lacunes-b7aa0715,original340,today,edsn,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,municipalityofoldebroek,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,ogd,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,carespectrum,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,atnsecurity,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,dirkzwager,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,aviavollenhoven,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,gokinderdagverblijf,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,careerfair,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,strukton,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,goedhartbakery,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,edsn,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,municipalityofoldebroek,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,carespectrum,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,atnsecurity,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,dirkzwager,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,gokinderdagverblijf,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,careerfair,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,goedhartbakery,Y,logo-only,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,ogd,Y,quote-testimonial,N,,"Software, IT & telecom",Employer branding & recruitment,,,,,
julien-lacunes-b7aa0715,original340,today,aviavollenhoven,Y,quote-testimonial,N,,,Employer branding & recruitment,,,,,
julien-lacunes-b7aa0715,original340,today,strukton,Y,quote-testimonial,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,jochemleemans,Y,quote-testimonial,N,,,,,,,,
julien-lacunes-b7aa0715,original340,today,martinouderkerken,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
julien-lacunes-b7aa0715,original340,today,twanrelouw,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,,,,
julien-lacunes-b7aa0715,original340,today,elisevanbeek,Y,quote-testimonial,N,,Healthcare & care,"Video, animatie & fotografie",,,,,
justinhuijmans,original340,today,allincarwash,Y,quote-testimonial,N,,,,,,,,
karelgeenen,original340,today,footlogics,Y,quote-testimonial,N,,,,,,,,
karelgeenen,original340,today,blokkenhurennl,Y,quote-testimonial,N,,,,,,,,
karelgeenen,original340,today,markaerts,Y,quote-testimonial,N,,,,,,,,
karelgeenen,original340,today,,N,detailed-tile,Y,other,Retail & e-commerce (general consumer goods),unknown,Advertenties & campagnes renderen niet,Social media organisch,Webshop consumenten (D2C),,
karelgeenen,original340,today,,N,detailed-tile,Y,other,Healthcare & care,Website & webdesign,"Meer leads, aanvragen & verkoop",,,,Regionaal (binnen Nederland)
karelgeenen,original340,today,,N,detailed-tile,Y,other,Healthcare & care,"Grafisch ontwerp, drukwerk & print",Advertenties & campagnes renderen niet,SEO & organische vindbaarheid,,,
karelgeenen,original340,today,,N,detailed-tile,N,,Retail & e-commerce (general consumer goods),Apps & maatwerk platforms,Beter vindbaar in Google,SEO & organische vindbaarheid,Webshop consumenten (D2C),,
karelgeenen,original340,today,,N,detailed-tile,Y,other,Retail & e-commerce (general consumer goods),"Outcome-verkoop (leads, omzet, groei)",Groei & nieuwe markten,,Webshop consumenten (D2C),,Internationaal / wereldwijd
